iter	Passed	Remaining
1662	107850	21855
1663	107914	21790
1664	107983	21726
1665	108048	21661
1666	108115	21597
1667	108184	21533
1668	108251	21468
1669	108329	21406
1670	108397	21342
1671	108471	21279
1672	108549	21216
1673	108613	21151
1674	108680	21087
1675	108744	21022
1676	108820	20959
1677	108890	20895
1678	108956	20830
1679	109059	20773
1680	109127	20708
1681	109194	20644
1682	109264	20580
1683	109347	20518
1684	109422	20455
1685	109494	20392
1686	109572	20329
1687	109649	20266
1688	109715	20202
1689	109776	20136
1690	109841	20071
1691	109920	20009
1692	109992	19945
1693	110056	19880
1694	110117	19814
1695	110180	19749
1696	110240	19683
1697	110305	19618
1698	110372	19553
1699	110439	19489
1700	110511	19425
1701	110573	19360
1702	110653	19297
1703	110713	19231
1704	110784	19167
1705	110854	19103
1706	110935	19041
1707	111007	18977
1708	111084	18914
1709	111151	18850
1710	111222	18786
1711	111289	18721
1712	111353	18656
1713	111423	18592
1714	111503	18529
1715	111571	18465
1716	111637	18400
1717	111714	18337
1718	111783	18272
1719	111849	18208
1720	111921	18144
1721	111986	18079
1722	112068	18016
1723	112135	17952
1724	112202	17887
1725	112278	17823
1726	112349	17759
1727	112421	17696
1728	112480	17630
1729	112545	17564
1730	112629	17502
1731	112694	17437
1732	112763	17373
1733	112830	17308
1734	112912	17245
1735	112981	17181
1736	113051	17117
1737	113111	17051
1738	113175	16986
1739	113241	16921
1740	113302	16855
1741	113366	16790
1742	113428	16724
1743	113498	16660
1744	113573	16596
1745	113652	16533
1746	113722	16469
1747	113788	16404
1748	113859	16340
1749	113928	16275
1750	113988	16209
1751	114053	16144
1752	114120	16079
1753	114189	16015
1754	114258	15950
1755	114320	15885
1756	114378	15818
1757	114438	15753
1758	114517	15690
1759	114584	15625
1760	114651	15560
1761	114735	15497
1762	114799	15432
1763	114859	15366
1764	114921	15301
1765	114990	15236
1766	115058	15171
1767	115119	15106
1768	115185	15041
1769	115252	14976
1770	115339	14914
1771	115414	14850
1772	115484	14785
1773	115553	14721
1774	115632	14657
1775	115718	14595
1776	115794	14531
1777	115868	14467
1778	115941	14403
1779	116015	14338
1780	116078	14273
1781	116142	14208
1782	116208	14143
1783	116269	14077
1784	116332	14012
1785	116406	13947
1786	116461	13881
1787	116545	13818
1788	116618	13754
1789	116680	13688
1790	116743	13623
1791	116801	13557
1792	116866	13492
1793	116930	13426
1794	116997	13361
1795	117048	13295
1796	117108	13229
1797	117172	13163
1798	117243	13099
1799	117314	13034
1800	117384	12970
1801	117452	12905
1802	117520	12840
1803	117589	12775
1804	117660	12711
1805	117732	12646
1806	117798	12581
1807	117855	12515
1808	117924	12450
1809	117982	12384
1810	118044	12319
1811	118099	12253
1812	118154	12186
1813	118214	12121
1814	118266	12054
1815	118335	11989
1816	118407	11925
1817	118457	11858
1818	118518	11793
1819	118573	11727
1820	118636	11661
1821	118700	11596
1822	118772	11531
1823	118828	11465
1824	118899	11401
1825	118969	11336
1826	119034	11271
1827	119092	11205
1828	119163	11141
1829	119223	11075
1830	119287	11010
1831	119347	10944
1832	119413	10879
1833	119484	10814
1834	119541	10748
1835	119599	10683
1836	119693	10620
1837	119761	10555
1838	119825	10490
1839	119885	10424
1840	119949	10359
1841	120003	10293
1842	120062	10227
1843	120121	10162
1844	120181	10096
1845	120245	10031
1846	120304	9965
1847	120367	9900
1848	120430	9835
1849	120494	9769
1850	120551	9704
1851	120619	9639
1852	120680	9573
1853	120745	9508
1854	120797	9442
1855	120866	9377
1856	120928	9312
1857	121000	9247
1858	121076	9183
1859	121145	9118
1860	121228	9054
1861	121298	8989
1862	121375	8925
1863	121451	8861
1864	121526	8796
1865	121596	8732
1866	121664	8667
1867	121730	8601
1868	121796	8536
1869	121870	8472
1870	121959	8408
1871	122032	8344
1872	122092	8278
1873	122163	8213
1874	122235	8149
1875	122291	8083
1876	122378	8019
1877	122454	7954
1878	122523	7890
1879	122594	7825
1880	122668	7760
1881	122746	7696
1882	122821	7631
1883	122888	7566
1884	122949	7500
1885	123022	7436
1886	123091	7371
1887	123158	7306
1888	123235	7241
1889	123303	7176
1890	123368	7111
1891	123437	7046
1892	123517	6981
1893	123580	6916
1894	123651	6851
1895	123728	6786
1896	123802	6722
1897	123871	6656
1898	123936	6591
1899	124007	6526
1900	124069	6461
1901	124131	6395
1902	124186	6330
1903	124253	6264
1904	124311	6199
1905	124368	6133
1906	124446	6068
1907	124508	6003
1908	124567	5937
1909	124629	5872
1910	124697	5807
1911	124762	5742
1912	124831	5677
1913	124910	5612
1914	124983	5547
1915	125052	5482
1916	125113	5417
1917	125178	5351
1918	125256	5286
1919	125322	5221
1920	125377	5156
1921	125449	5091
1922	125513	5025
1923	125572	4960
1924	125637	4894
1925	125709	4829
1926	125783	4765
1927	125856	4700
1928	125927	4634
1929	125987	4569
1930	126043	4503
1931	126115	4438
1932	126186	4373
1933	126254	4308
1934	126323	4243
1935	126398	4178
1936	126473	4113
1937	126542	4048
1938	126604	3982
1939	126668	3917
1940	126737	3852
1941	126805	3787
1942	126875	3722
1943	126944	3656
1944	127003	3591
1945	127058	3525
1946	127123	3460
1947	127189	3395
1948	127255	3329
1949	127320	3264
1950	127400	3199
1951	127470	3134
1952	127538	3069
1953	127616	3004
1954	127683	2939
1955	127755	2873
1956	127825	2808
1957	127886	2743
1958	127951	2677
1959	128022	2612
1960	128086	2547
1961	128159	2482
1962	128231	2417
1963	128297	2351
1964	128358	2286
1965	128423	2220
1966	128483	2155
1967	128552	2090
1968	128621	2025
1969	128686	1959
1970	128745	1894
1971	128811	1828
1972	128876	1763
1973	128934	1698
1974	128997	1632
1975	129062	1567
1976	129132	1502
1977	129208	1437
1978	129278	1371
1979	129347	1306
1980	129407	1241
1981	129464	1175
1982	129533	1110
1983	129598	1045
1984	129671	979
1985	129740	914
1986	129811	849
1987	129878	783
1988	129947	718
1989	130011	653
1990	130063	587
1991	130128	522
1992	130194	457
1993	130255	391
1994	130311	326
1995	130362	261
1996	130419	195
1997	130492	130
1998	130564	65
1999	130642	0
