iter	Logloss
152	0.4714388037
153	0.4712548612
154	0.471015394
155	0.4706069203
156	0.4704470312
157	0.4701819647
158	0.4698952625
159	0.4695721828
160	0.4693574116
161	0.469116834
162	0.4689873384
163	0.4687193668
164	0.4683144499
165	0.4680707466
166	0.4676584957
167	0.4670579071
168	0.4667143408
169	0.466475862
170	0.4660951466
171	0.4658807478
172	0.4656483731
173	0.4650557383
174	0.4646581085
175	0.4641094597
176	0.4637453455
177	0.4635767245
178	0.4631232715
179	0.4628917954
180	0.4626901037
181	0.4624833254
182	0.462283289
183	0.4619604998
184	0.4617882645
185	0.461619949
186	0.4612241867
187	0.4610475571
188	0.4608075342
189	0.4605746403
190	0.4604079005
191	0.4597979944
192	0.4593519283
193	0.4589612562
194	0.4588646197
195	0.4585372214
196	0.458060352
197	0.4574956806
198	0.4573465524
199	0.457162622
200	0.4569684023
201	0.4565780543
202	0.4564389921
203	0.4562811407
204	0.4560330712
205	0.4558994745
206	0.455702025
207	0.4554848995
208	0.4552306614
209	0.4550783483
210	0.4549363135
211	0.4547765129
212	0.4544906494
213	0.4543409526
214	0.4541757937
215	0.4536819431
216	0.4535260392
217	0.4533904441
218	0.4529720925
219	0.4527614385
220	0.4526163114
221	0.4523441241
222	0.4520072674
223	0.4518638463
224	0.4513718226
225	0.4512773503
226	0.4510330089
227	0.4507327255
228	0.4505549212
229	0.4503787457
230	0.4502696711
231	0.4501450562
232	0.4499995005
233	0.4497764678
234	0.4493785053
235	0.4492195173
236	0.4490565598
237	0.4487410162
238	0.4486208703
239	0.4483863773
240	0.4481368014
241	0.4477448119
242	0.4475432791
243	0.44742663
244	0.4473025789
245	0.4471230928
246	0.4468048714
247	0.4466536146
248	0.4464986541
249	0.4462549856
250	0.4461258698
251	0.445926879
252	0.4457647552
253	0.4455997333
254	0.4454873982
255	0.4450625069
256	0.4448634277
257	0.4445455424
258	0.4441110806
259	0.4438478422
260	0.4436328684
261	0.4434114464
262	0.4432849205
263	0.4431806851
264	0.4429961226
265	0.4428601368
266	0.4426935969
267	0.4424998922
268	0.4423650817
269	0.442022397
270	0.441821699
271	0.4417321639
272	0.4416126528
273	0.4411469336
274	0.4408666479
275	0.4407636646
276	0.4405760703
277	0.4404083361
278	0.4400899211
279	0.4398730213
280	0.439715159
281	0.4395557666
282	0.43945674
283	0.4391950621
284	0.4390376452
285	0.4386566549
286	0.4384627087
287	0.4382578863
288	0.4380516292
289	0.4378544173
290	0.4377274929
291	0.4376316042
292	0.4374051759
293	0.4372814313
294	0.4369860374
295	0.4366308945
296	0.4363424251
297	0.4362515399
298	0.4360565688
299	0.4359237336
300	0.4357282054
301	0.4356352173
302	0.4353776695
303	0.4351812428
304	0.4350809953
305	0.43502081
306	0.4348725596
307	0.4347582382
308	0.4347181099
309	0.4346985402
310	0.4345261576
311	0.4343570329
312	0.4342793935
313	0.4339948614
314	0.433680746
315	0.4335390735
316	0.4333579155
317	0.4333393259
318	0.4331685817
319	0.4330036974
320	0.4326702945
321	0.4325636165
322	0.4323893659
323	0.4322074253
324	0.4320551612
325	0.4319657068
326	0.4318510745
327	0.4315353997
328	0.4313506818
329	0.4312732267
330	0.4310020359
331	0.43088145
332	0.4307622385
333	0.4305513701
334	0.4304461104
335	0.4303256703
336	0.4301433828
337	0.4299048094
338	0.4296925937
339	0.4295554134
340	0.429256252
341	0.4291948086
342	0.4291057502
343	0.4290239376
344	0.4289131071
345	0.4287129916
346	0.4285362482
347	0.4284157979
348	0.4282696282
349	0.4281146822
350	0.4280196396
351	0.4279183235
352	0.4278246177
353	0.4277669223
354	0.4276223825
355	0.4274932964
356	0.4274091876
357	0.4272296747
358	0.4271116245
359	0.4269882875
360	0.4268483602
361	0.4266952994
362	0.4265473955
363	0.4263959162
364	0.4262422648
365	0.4261055726
366	0.4258386592
367	0.4257404588
368	0.4256377375
369	0.4253579092
370	0.4251273097
371	0.4251087782
372	0.4250095642
373	0.4248729595
374	0.4246793936
375	0.4245490302
376	0.4244253939
377	0.4243487783
378	0.4241917703
379	0.4240607294
380	0.4239264722
381	0.4237468212
382	0.4235712283
383	0.4234617564
384	0.4231949588
385	0.4231327904
386	0.4229650019
387	0.4228686919
388	0.4227167162
389	0.4225075432
390	0.4224394115
391	0.4223236107
392	0.4222034283
393	0.422089819
394	0.4219846002
395	0.4218877536
396	0.4218329913
397	0.4215372593
398	0.4214723544
399	0.4213579626
400	0.4213384653
401	0.4212425775
402	0.4211113723
403	0.4208671459
404	0.4206995867
405	0.4206020621
406	0.4205182533
407	0.4204277527
408	0.4203222162
409	0.4200817439
410	0.4199847961
411	0.419723202
412	0.4195856139
413	0.4194699226
414	0.4193029503
415	0.4191867144
416	0.4191124384
417	0.4190166855
418	0.4188153634
419	0.4186148036
420	0.4184739616
421	0.4182973354
422	0.4181846661
423	0.4181278246
424	0.4180688246
425	0.41796176
426	0.417887922
427	0.4177380076
428	0.4175631193
429	0.4174422798
430	0.4173286381
431	0.4172198364
432	0.4171743673
433	0.4169167763
434	0.4168030861
435	0.4166542
436	0.4165716772
437	0.4164543204
438	0.4163585199
439	0.4162035241
440	0.4160453764
441	0.4158473605
442	0.4156770734
443	0.4155833154
444	0.4155269115
445	0.4153331915
446	0.4151301603
447	0.4150036821
448	0.4149202821
449	0.4147697538
450	0.4146497713
451	0.4144705116
452	0.4143317228
453	0.4141651766
454	0.4140866855
455	0.4138797324
456	0.4137499977
457	0.413610548
458	0.4134296793
459	0.4132504519
460	0.4131209579
461	0.4129904407
462	0.4128046283
463	0.4126011914
464	0.4124580844
465	0.41222971
466	0.4119957743
467	0.4118009588
468	0.4117079393
469	0.4116234516
470	0.4114553768
471	0.4112833178
472	0.4111977819
473	0.41115263
474	0.4110282293
475	0.4108386217
476	0.4106964213
477	0.4106124118
478	0.410485121
479	0.4103259144
480	0.4101111332
481	0.4100854276
482	0.4099729168
483	0.4098810672
484	0.409757921
485	0.4096261256
486	0.4095522252
487	0.4094679091
488	0.4093621151
489	0.4092684194
490	0.4091705891
491	0.40904117
492	0.408854511
493	0.4087087928
494	0.4085301732
495	0.4084081864
496	0.408190367
497	0.4081438258
498	0.4079427237
499	0.4078165045
500	0.4076829901
501	0.4074894947
502	0.4072867891
503	0.4072027075
504	0.407014072
505	0.4068547136
506	0.4067082734
507	0.4065528341
508	0.4064306349
509	0.4062612046
510	0.4061572793
511	0.4060265319
512	0.4058332544
513	0.40562812
514	0.4055304152
515	0.405368622
516	0.405225302
517	0.405069494
518	0.4049702063
519	0.4048921944
520	0.4048714459
521	0.4047004701
522	0.4045406367
523	0.4044111677
524	0.4042427876
525	0.4041627996
526	0.4040191985
527	0.4038555035
528	0.4036813881
529	0.4035403491
530	0.4034620029
531	0.4033808258
532	0.403241405
533	0.4030252857
534	0.4028644315
535	0.402661045
536	0.4026239624
537	0.4024672083
538	0.4022646269
539	0.4020792418
540	0.4018858279
541	0.4017144846
542	0.4016003118
543	0.4013291647
544	0.4011264585
545	0.4009993201
546	0.4008242964
547	0.4006758223
548	0.4004501554
549	0.4003100511
550	0.4001284141
551	0.3999672947
552	0.3998137656
553	0.3997626023
554	0.3996533525
555	0.3995615462
556	0.3995000037
557	0.3993406317
558	0.3992803636
559	0.3992207692
560	0.3991824609
561	0.3990115416
562	0.3988434312
563	0.3987096727
564	0.3985842393
565	0.3984045565
566	0.3982448103
567	0.3981239309
568	0.3979429625
569	0.3977845637
570	0.3976638166
571	0.3974495761
572	0.3973038697
573	0.3971302421
574	0.3970629315
575	0.3969203678
576	0.3968850983
577	0.3966799112
578	0.3964450774
579	0.3963931472
580	0.3961991141
581	0.3961016421
582	0.3959822401
583	0.3958984076
584	0.3957829822
585	0.3956894703
586	0.3956428202
587	0.3955136664
588	0.395321029
589	0.3952270453
590	0.3950875757
591	0.3949237076
592	0.3947855433
593	0.3946472753
594	0.3944973798
595	0.3943338259
596	0.3941386621
597	0.3940442931
598	0.3939566302
599	0.3938450336
600	0.3937341533
601	0.3936129312
602	0.3935023737
603	0.3934163251
604	0.3933032151
605	0.3931697508
606	0.3931206677
607	0.3929309961
608	0.3927599116
609	0.3926130375
610	0.3924380501
611	0.3921965351
612	0.3920841475
613	0.3919408576
614	0.3917443974
615	0.3916619921
616	0.3915524593
617	0.3914290255
618	0.3912880378
619	0.3910919074
620	0.391004868
621	0.3909182412
622	0.3907370656
623	0.3906041028
624	0.3905290941
625	0.3904072648
626	0.3902456753
627	0.3901720933
628	0.3899776228
629	0.3897354604
630	0.3896324764
631	0.3894804179
632	0.3893898671
633	0.3892729492
634	0.3890874263
635	0.3889551927
636	0.3888084566
637	0.3886067895
638	0.3885261086
639	0.388440371
640	0.3882098387
641	0.3881361453
642	0.3879580721
643	0.38777109
644	0.3876364019
645	0.3874558166
646	0.3873298015
647	0.3872035694
648	0.3870236082
649	0.3868376198
650	0.3866822531
651	0.3864611465
652	0.3862927808
653	0.3861781071
654	0.3860307289
655	0.3858497891
656	0.3856657802
657	0.3855857828
658	0.3854546447
659	0.3853134457
660	0.3852334834
661	0.3851437862
662	0.385047863
663	0.3849387545
664	0.3847575396
665	0.3846533141
666	0.3845057189
667	0.3843811638
668	0.3842269446
669	0.3841048663
670	0.3839438176
671	0.3838318869
672	0.3837590197
673	0.3835454549
674	0.3834877291
675	0.3833857602
676	0.3832074868
677	0.383041792
678	0.3829804345
679	0.3829449244
680	0.3828306275
681	0.3826742736
682	0.3825696765
683	0.3824764391
684	0.3823127917
685	0.3821903982
686	0.382132755
687	0.3819308502
688	0.3818982421
689	0.3817331439
690	0.3815806161
691	0.38149173
692	0.3813283266
693	0.3811683353
694	0.3810225466
695	0.3808159528
696	0.380740404
697	0.3805501564
698	0.3804726968
699	0.3803562711
700	0.3801671366
701	0.3800974106
702	0.3799833738
703	0.3798304948
704	0.3797052731
705	0.3795481069
706	0.3795024961
707	0.379295525
708	0.3792122717
709	0.3791496935
710	0.3790523931
711	0.3789649392
712	0.3788600327
713	0.3786894392
714	0.3785623439
715	0.3783678016
716	0.3782143079
717	0.3780373649
718	0.3779081601
719	0.3778081682
720	0.3777265684
721	0.3775406883
722	0.3773919238
723	0.3772402382
724	0.3770608898
725	0.376877434
726	0.376774725
727	0.376700584
728	0.3765588447
729	0.3764547987
730	0.3763339098
731	0.3761779616
732	0.3760730176
733	0.3759038947
734	0.3758216509
735	0.3756423863
736	0.375489185
737	0.3753784136
738	0.3752038283
739	0.3750536037
740	0.3748545621
741	0.3747408761
742	0.3745933913
743	0.3744627067
744	0.3744116923
745	0.3743806435
746	0.3742068791
747	0.3740945615
748	0.373956829
749	0.3738707284
750	0.373708925
751	0.3735764402
752	0.3734201947
753	0.3732633107
754	0.373098733
755	0.3730673562
756	0.3729387963
757	0.3728584644
758	0.3727996119
759	0.3727451347
760	0.3726544228
761	0.3725294069
762	0.3724310091
763	0.3722505386
764	0.3721051751
765	0.3720624032
766	0.3719607853
767	0.3719047106
768	0.3717503675
769	0.3716505497
770	0.3715700983
771	0.3714115553
772	0.3712379954
773	0.3711752365
774	0.371013214
775	0.3709174131
776	0.3707352623
777	0.3706469833
778	0.3704904572
779	0.3703627325
780	0.3702041711
781	0.370121398
782	0.3700011638
783	0.3698574519
784	0.3696691211
785	0.3695965657
786	0.3694560421
787	0.3693431729
788	0.3692598039
789	0.3691155233
790	0.3689596012
791	0.3688209042
792	0.368668951
793	0.3685670978
794	0.368431099
795	0.3682812764
796	0.3681296986
797	0.3680548825
798	0.3679027023
799	0.3677181264
800	0.3675955609
801	0.3675301334
802	0.3673644179
803	0.367233306
804	0.3671003071
805	0.3669810009
806	0.366790822
807	0.366753533
808	0.3666721038
809	0.3664891661
810	0.3663364713
811	0.3661897056
812	0.3660464939
813	0.3658535348
814	0.3657118637
815	0.3655664067
816	0.3654244765
817	0.3653712749
818	0.3652171977
819	0.3650490648
820	0.3649626149
821	0.3648033087
822	0.3647004528
823	0.3644912567
824	0.3643596943
825	0.3643019237
826	0.3641282178
827	0.3640024022
828	0.3639026625
829	0.363801223
830	0.3637182676
831	0.3635891804
832	0.3635380202
833	0.3634216198
834	0.3633852876
835	0.3632524443
836	0.3631594905
837	0.3630385346
838	0.3629922164
839	0.3628455786
840	0.3626915494
841	0.3625740368
842	0.3624435995
843	0.3622536562
844	0.3621594236
845	0.3620945726
846	0.3619469714
847	0.3617862414
848	0.361674809
849	0.3616053572
850	0.3614807426
851	0.3613540715
852	0.3612166481
853	0.3611117161
854	0.3610165039
855	0.3609065162
856	0.3607603352
857	0.3606230167
858	0.3605258689
859	0.360359226
860	0.3602036173
861	0.3601062156
862	0.359998243
863	0.3598927369
864	0.3598151845
865	0.3596725912
866	0.3596139197
867	0.3594372111
868	0.3593587387
869	0.3592458222
870	0.3591000946
871	0.3590067719
872	0.3589016442
873	0.3587685257
874	0.3586519688
875	0.3584922992
876	0.3584133874
877	0.3583561499
878	0.3582120896
879	0.3581454097
880	0.3580006881
881	0.3578156222
882	0.3577054298
883	0.3575305892
884	0.3573547689
885	0.3572924464
886	0.3571669212
887	0.357022547
888	0.3569377434
889	0.3568103227
890	0.3566655317
891	0.3565663902
892	0.3564232977
893	0.3562978049
894	0.3562428712
895	0.3561788866
896	0.3560010545
897	0.355900241
898	0.3557967652
899	0.3556949401
900	0.3555626729
901	0.3554651513
902	0.3553145173
903	0.355165742
904	0.3550487989
905	0.3549320087
906	0.3548653635
907	0.3547708945
908	0.3546274873
909	0.3545733376
910	0.3544097532
911	0.3542954409
912	0.3542448732
913	0.3541571203
914	0.3540056048
915	0.3538769435
916	0.3537909543
917	0.3537244783
918	0.3535700391
919	0.3535196678
920	0.3533984154
921	0.3532058409
922	0.353066296
923	0.3529511331
924	0.3528328118
925	0.3526843083
926	0.3526158952
927	0.3524570332
928	0.3524082826
929	0.3523022739
930	0.352186949
931	0.3520582409
932	0.3519646242
933	0.3518385448
934	0.3517535892
935	0.3516213363
936	0.3514653145
937	0.351277518
938	0.3511750037
939	0.3510354925
940	0.3509849765
941	0.3508308884
942	0.3507046082
943	0.350667771
944	0.35058494
945	0.3504818646
946	0.3503909703
947	0.3502187778
948	0.3500662612
949	0.3499322967
950	0.3498686025
951	0.3497237571
952	0.3495902221
953	0.3494549655
954	0.3493881986
955	0.3492470167
956	0.3491730174
957	0.3490495021
958	0.3489923118
959	0.3488674244
960	0.3487521553
961	0.34858716
962	0.3485322906
963	0.3484073231
964	0.3483354621
965	0.3482995521
966	0.3481467477
967	0.3479941621
968	0.347920236
969	0.3478729738
970	0.3477282677
971	0.3476350321
972	0.3475841337
973	0.3474446772
974	0.3472706764
975	0.347119881
976	0.3469351667
977	0.3468184468
978	0.346693389
979	0.3465863219
980	0.3465103786
981	0.3464282324
982	0.3463057644
983	0.3462258929
984	0.346150703
985	0.3460662598
986	0.345976362
987	0.345818447
988	0.3457285305
989	0.3456804226
990	0.3455223767
991	0.3453369178
992	0.3452002944
993	0.3450658752
994	0.3449661179
995	0.3448069781
996	0.3446864857
997	0.3445716493
998	0.3444492642
999	0.3443102012
1000	0.3441940715
1001	0.3440762167
1002	0.3439811877
1003	0.3438077762
1004	0.3437202814
1005	0.3436319519
1006	0.3435747306
1007	0.3434771577
1008	0.3433707467
1009	0.3432356428
1010	0.3431590931
1011	0.343055705
1012	0.3429545943
1013	0.3428271292
1014	0.342770789
1015	0.3426311875
1016	0.3425250391
1017	0.3424609004
1018	0.3423658836
1019	0.3422276515
1020	0.3421132334
1021	0.3419971109
1022	0.3418369896
1023	0.3417086014
1024	0.3415825971
1025	0.3414405339
1026	0.3414202751
1027	0.3412361709
1028	0.3411888415
1029	0.3411400569
1030	0.3409707206
1031	0.3408939481
1032	0.3407223587
1033	0.3406271311
1034	0.3405037152
1035	0.3404271092
1036	0.340378453
1037	0.3402913251
1038	0.3401361795
1039	0.3400355053
1040	0.3399142081
1041	0.339813955
1042	0.3398016116
1043	0.3396848878
1044	0.3394907154
1045	0.339350001
1046	0.3391569712
1047	0.3391024374
1048	0.3390170519
1049	0.33891779
1050	0.3387877378
1051	0.3386116149
1052	0.33852142
1053	0.3384382719
1054	0.3383826284
1055	0.3382692868
1056	0.3381421024
1057	0.3380108536
1058	0.3379028405
1059	0.3378523224
1060	0.3377650293
1061	0.3376596595
1062	0.3375855981
1063	0.3374563669
1064	0.337318004
1065	0.3371689627
1066	0.3370057591
1067	0.3368569479
1068	0.3367525891
1069	0.3366314497
1070	0.3365273706
1071	0.336460476
1072	0.3364163264
1073	0.336258701
1074	0.3361390669
1075	0.3360659891
1076	0.3359777685
1077	0.3358744164
1078	0.3357698274
1079	0.3356130019
1080	0.33552325
1081	0.3354192573
1082	0.3353731349
1083	0.3352789
1084	0.3352108997
1085	0.3350644958
1086	0.3349397867
1087	0.3347740547
1088	0.3346783784
1089	0.3345697587
1090	0.3344677952
1091	0.3344012118
1092	0.3342815403
1093	0.3341492729
1094	0.334085574
1095	0.3339958606
1096	0.3338925769
1097	0.3338358894
1098	0.3337131497
1099	0.3336453827
1100	0.3334519238
1101	0.3333368304
1102	0.3332087442
1103	0.333148547
1104	0.3330519929
1105	0.3330082622
1106	0.3329119873
1107	0.3328402957
1108	0.3327333324
1109	0.3327237183
1110	0.3326328535
1111	0.3325352581
1112	0.3324010558
1113	0.3322978401
1114	0.3322221181
1115	0.3321612272
1116	0.3319950616
1117	0.3318848562
1118	0.3317211864
1119	0.3315544783
1120	0.331461295
1121	0.3313981969
1122	0.3313172004
1123	0.3312151775
1124	0.3311379476
1125	0.3310227258
1126	0.3309524065
1127	0.3308612954
1128	0.3307559146
1129	0.3306331268
1130	0.3305038041
1131	0.3303882714
1132	0.3302801906
1133	0.3301485453
1134	0.3299952056
1135	0.3298577599
1136	0.3296945527
1137	0.3296201825
1138	0.32950762
1139	0.3294477792
1140	0.3293229046
1141	0.3291512932
1142	0.3290374464
1143	0.3289294897
1144	0.3288402755
1145	0.3287423008
1146	0.3286726607
1147	0.3285850267
1148	0.3284752377
1149	0.3283462872
1150	0.328196721
1151	0.3280947898
1152	0.3279970589
1153	0.3279325153
1154	0.3278726712
1155	0.3277131675
1156	0.3275788272
1157	0.3275012558
1158	0.3274108356
1159	0.3272501643
1160	0.3271329487
1161	0.3270583618
1162	0.3269887139
1163	0.3268971366
1164	0.3268311632
1165	0.3267369279
1166	0.3266493018
1167	0.3265448129
1168	0.3264960942
1169	0.326456849
1170	0.3263623235
1171	0.3262064835
1172	0.3261208828
1173	0.3259846656
1174	0.3258404568
1175	0.3257740312
1176	0.3256841427
1177	0.3255786117
1178	0.3255519433
1179	0.3253951336
1180	0.3253447193
1181	0.3252708637
1182	0.3252127387
1183	0.3251214476
1184	0.32507137
1185	0.3249702739
1186	0.3249367308
1187	0.3248557499
1188	0.3247664817
1189	0.3246835387
1190	0.3245865178
1191	0.3244746482
1192	0.3243778847
1193	0.324272876
1194	0.3241855273
1195	0.3240990165
1196	0.3239945911
1197	0.3238924203
1198	0.3238492901
1199	0.3237448311
1200	0.3236202171
1201	0.3235093266
1202	0.3234404054
1203	0.3233918654
1204	0.3233898907
1205	0.3232477641
1206	0.3231586027
1207	0.3230904049
1208	0.322967357
1209	0.3228992035
1210	0.3227478299
1211	0.3226334758
1212	0.3224875343
1213	0.322346326
1214	0.3222610588
1215	0.3221904431
1216	0.3221653105
1217	0.3220829512
1218	0.321993722
1219	0.3219237631
1220	0.3218278679
1221	0.3217734243
1222	0.3216327626
1223	0.3215341658
1224	0.3214398788
1225	0.3213070778
1226	0.3212288425
1227	0.3211413401
1228	0.321003593
1229	0.3208914765
1230	0.3207391248
1231	0.3206079426
1232	0.3205171158
1233	0.320407914
1234	0.3202763759
1235	0.3202220226
1236	0.3201382206
1237	0.3200790049
1238	0.3199988574
1239	0.3198561814
1240	0.3197478261
1241	0.3195982879
1242	0.319510618
1243	0.3194504317
1244	0.3193531918
1245	0.3192604543
1246	0.3191523524
1247	0.3190876703
1248	0.3190343297
1249	0.3189454369
1250	0.3188122744
1251	0.31868825
1252	0.3185337611
1253	0.3183257174
1254	0.3182285222
1255	0.3181221056
1256	0.3180514114
1257	0.3179666625
1258	0.3178821229
1259	0.3177392485
1260	0.3176687317
1261	0.3175946186
1262	0.3174737494
1263	0.3173974369
1264	0.3173027281
1265	0.3172233871
1266	0.3171355873
1267	0.3170747817
1268	0.3169762585
1269	0.3168521372
1270	0.3167598655
1271	0.3167079443
1272	0.3166208016
1273	0.3165015421
1274	0.3163923917
1275	0.3163345453
1276	0.316269987
1277	0.3161686347
1278	0.3160802378
1279	0.315928907
1280	0.3158682071
1281	0.3158017084
1282	0.3156580767
1283	0.3155630313
1284	0.3154675023
1285	0.3153392109
1286	0.315239626
1287	0.3150525874
1288	0.3149698489
1289	0.3148391872
1290	0.3147574383
1291	0.3146933672
1292	0.3146308077
1293	0.3145226005
1294	0.3143848974
1295	0.3143372485
1296	0.3141968924
1297	0.3140747193
1298	0.3139600898
1299	0.3139250578
1300	0.3138619902
1301	0.3137809353
1302	0.313718056
1303	0.3136012114
1304	0.3135275314
1305	0.3134192805
1306	0.3133102693
1307	0.3132084069
1308	0.3131427086
1309	0.3130437077
1310	0.3129600091
1311	0.3128650939
1312	0.3128265874
1313	0.3127756609
1314	0.3126831391
1315	0.312542307
1316	0.3124570386
1317	0.3124180941
1318	0.3122995269
1319	0.3122505313
1320	0.3122145374
1321	0.3121132581
1322	0.3119441998
1323	0.3118747511
1324	0.3118221513
1325	0.311703611
1326	0.3116177507
1327	0.3115220296
1328	0.3114183426
1329	0.3112978178
1330	0.3112274179
1331	0.3111461787
1332	0.3111051487
1333	0.3110060459
1334	0.310915735
1335	0.3108515753
1336	0.3107817861
1337	0.3107167119
1338	0.3106330518
1339	0.3105609448
1340	0.3104794056
1341	0.3104196297
1342	0.3103510934
1343	0.3101892813
1344	0.3101213176
1345	0.3100612112
1346	0.3099247246
1347	0.3098565816
1348	0.3097496448
1349	0.3096715542
1350	0.3095953908
1351	0.3095344617
1352	0.3094776396
1353	0.3093493872
1354	0.309249491
1355	0.3091000995
1356	0.3089721594
1357	0.3088250528
1358	0.308758819
1359	0.3086537593
1360	0.3085918725
1361	0.3084818806
1362	0.3083682057
1363	0.3082743793
1364	0.3081280974
1365	0.3080816509
1366	0.3079835246
1367	0.3078852939
1368	0.3078346831
1369	0.307767629
1370	0.3076800913
1371	0.30762673
1372	0.3075561028
1373	0.3074442048
1374	0.3073792575
1375	0.3072872512
1376	0.3071573657
1377	0.3070757783
1378	0.3069757966
1379	0.3068667197
1380	0.3067887953
1381	0.3067375469
1382	0.3067322539
1383	0.3066086179
1384	0.3065200126
1385	0.3063797913
1386	0.3062761111
1387	0.3061767288
1388	0.3060633769
1389	0.3059401712
1390	0.3058230762
1391	0.3057367212
1392	0.3056227786
1393	0.305533365
1394	0.3054256488
1395	0.3053108404
1396	0.3051586297
1397	0.3051027054
1398	0.3050083386
1399	0.3049545602
1400	0.3048501924
1401	0.3047649834
1402	0.3047159559
1403	0.3047128093
1404	0.3045822009
1405	0.3045496137
1406	0.3044635356
1407	0.3043887834
1408	0.304350149
1409	0.3042668424
1410	0.3042277322
1411	0.3041788975
1412	0.3041264746
1413	0.3040576915
1414	0.3039192741
1415	0.3037804322
1416	0.3036696014
1417	0.3035863055
1418	0.3035537038
1419	0.3034311674
1420	0.3033469108
1421	0.3031805013
1422	0.3030432254
1423	0.3029858336
1424	0.3029005354
1425	0.3027961944
1426	0.3027538439
1427	0.3026946458
1428	0.3026181569
1429	0.3025602104
1430	0.3024662752
1431	0.3024028556
1432	0.3023080425
1433	0.3022034207
1434	0.3021029543
1435	0.3020028425
1436	0.3019218652
1437	0.3017842287
1438	0.3016380931
1439	0.3015427511
1440	0.3014491601
1441	0.3013119652
1442	0.3012092481
1443	0.3011430635
1444	0.3010198204
1445	0.3009188294
1446	0.3008443225
1447	0.3008111898
1448	0.3007485808
1449	0.3006529335
1450	0.3005142179
1451	0.300448426
1452	0.3003122243
1453	0.3001851664
1454	0.3000817066
1455	0.2999653287
1456	0.299914335
1457	0.2997887145
1458	0.299695733
1459	0.2996356903
1460	0.2995383425
1461	0.2993949255
1462	0.2992826787
1463	0.2991928315
1464	0.2991597733
1465	0.2990863419
1466	0.2989599999
1467	0.298868709
1468	0.2988197841
1469	0.2987138388
1470	0.2986349716
1471	0.2985489964
1472	0.2984272319
1473	0.2983327789
1474	0.2982867859
1475	0.2981766112
1476	0.2981263116
1477	0.2980243025
1478	0.2979382195
1479	0.2978425891
1480	0.2977333336
1481	0.2976274042
1482	0.2975671583
1483	0.2974827311
1484	0.2973702735
1485	0.2972659215
1486	0.2971753277
1487	0.2970913407
1488	0.2969872607
1489	0.2968574363
1490	0.2967543235
1491	0.2965964396
1492	0.2965333909
1493	0.2964562442
1494	0.2963893178
1495	0.2963550559
1496	0.2962368992
1497	0.2961221068
1498	0.2960248634
1499	0.2959483702
1500	0.2958800682
1501	0.295757797
1502	0.2956277673
1503	0.2955542791
1504	0.2954586541
1505	0.2953752912
1506	0.2953192503
1507	0.2952730381
1508	0.2951773054
1509	0.2950948342
1510	0.2949663824
1511	0.2948549472
