iter	Logloss
1512	0.2947945542
1513	0.2946738687
1514	0.2946133569
1515	0.2945157752
1516	0.2944722726
1517	0.2944420668
1518	0.2943851832
1519	0.2943335864
1520	0.2942716715
1521	0.2942514379
1522	0.2941268275
1523	0.2940256172
1524	0.293942212
1525	0.2938518473
1526	0.2937299908
1527	0.2936399916
1528	0.2935681877
1529	0.293523124
1530	0.2934162994
1531	0.2933334876
1532	0.2932729664
1533	0.2931646734
1534	0.2930473195
1535	0.2930095315
1536	0.2929584935
1537	0.2928912164
1538	0.292795847
1539	0.2926501114
1540	0.2925368638
1541	0.2924337141
1542	0.292340835
1543	0.2923250347
1544	0.2922611482
1545	0.2922103348
1546	0.2921412962
1547	0.2920518978
1548	0.2919569317
1549	0.2918532561
1550	0.2917795869
1551	0.2916950263
1552	0.2915308693
1553	0.2914581472
1554	0.2913883706
1555	0.2912959109
1556	0.2912574159
1557	0.2911743719
1558	0.2910544913
1559	0.2909389703
1560	0.2908848552
1561	0.29080951
1562	0.2907081909
1563	0.290644812
1564	0.2906006645
1565	0.2905565031
1566	0.2905195397
1567	0.2904720626
1568	0.2903611581
1569	0.2903584181
1570	0.2902934352
1571	0.2902131387
1572	0.2901562357
1573	0.2900999749
1574	0.2900254057
1575	0.2899104802
1576	0.2898155217
1577	0.2897028476
1578	0.2896137038
1579	0.2894986816
1580	0.2894119664
1581	0.2892951908
1582	0.2891850661
1583	0.2891063325
1584	0.2890702643
1585	0.288977505
1586	0.2889070869
1587	0.2888485477
1588	0.2887558609
1589	0.2887362782
1590	0.2886833232
1591	0.2886192099
1592	0.2885601326
1593	0.2884849923
1594	0.2883494967
1595	0.2882833988
1596	0.2881880026
1597	0.2881354904
1598	0.2880548086
1599	0.2879773495
1600	0.2878765321
1601	0.287838397
1602	0.287731985
1603	0.2876807589
1604	0.2876249242
1605	0.2875487089
1606	0.2875006821
1607	0.2874004307
1608	0.2873300646
1609	0.2872230942
1610	0.2871127398
1611	0.2870665235
1612	0.2870204318
1613	0.2868736492
1614	0.2867773379
1615	0.2867239616
1616	0.2866146034
1617	0.2865280898
1618	0.2864374636
1619	0.2863697495
1620	0.2863014668
1621	0.2862171744
1622	0.2861625082
1623	0.2861144203
1624	0.2860443286
1625	0.2859782698
1626	0.2859343649
1627	0.2857881173
1628	0.2856907723
1629	0.2856153748
1630	0.2855298324
1631	0.2854279152
1632	0.2853553748
1633	0.285231872
1634	0.2851518113
1635	0.2850981218
1636	0.2850291441
1637	0.2849502482
1638	0.2848081398
1639	0.2847945525
1640	0.2846853049
1641	0.284634693
1642	0.2845487039
1643	0.284521328
1644	0.2844393101
1645	0.284351062
1646	0.2842837883
1647	0.2842236877
1648	0.2841198179
1649	0.2840152857
1650	0.2839014487
1651	0.2838199323
1652	0.2837798125
1653	0.2836772927
1654	0.2836326252
1655	0.2835487762
1656	0.2834627796
1657	0.2833553432
1658	0.2832758205
1659	0.2831638173
1660	0.283135411
1661	0.2830236943
1662	0.2829057437
1663	0.2828082646
1664	0.2827108142
1665	0.2825780884
1666	0.2825242269
1667	0.2824905887
1668	0.2824208308
1669	0.2823359844
1670	0.2822963593
1671	0.2822349875
1672	0.2822248763
1673	0.2821794257
1674	0.2821485277
1675	0.2820800283
1676	0.2820093734
1677	0.2819347184
1678	0.2818220552
1679	0.2817537847
1680	0.2817031955
1681	0.2816375126
1682	0.2815262865
1683	0.281496395
1684	0.2814364358
1685	0.2813603168
1686	0.2813009507
1687	0.2812142727
1688	0.2811109756
1689	0.2810590631
1690	0.2809622661
1691	0.2808614783
1692	0.2807668664
1693	0.2806337361
1694	0.2805924092
1695	0.2804997816
1696	0.2804014785
1697	0.2803052269
1698	0.2802247501
1699	0.2801447375
1700	0.280093929
1701	0.2799962351
1702	0.2799477962
1703	0.2798865822
1704	0.2798139483
1705	0.2797080925
1706	0.2796182668
1707	0.2795244071
1708	0.2794536715
1709	0.2793817851
1710	0.2792558968
1711	0.2791759772
1712	0.2790686512
1713	0.2790379075
1714	0.2789850143
1715	0.2789374827
1716	0.2788496762
1717	0.2787390384
1718	0.2786381394
1719	0.2785664435
1720	0.2784880086
1721	0.2784195908
1722	0.2783249584
1723	0.2782521078
1724	0.2781554415
1725	0.2780751295
1726	0.2780063523
1727	0.2778930262
1728	0.2778168202
1729	0.2777785885
1730	0.2776611239
1731	0.2775398527
1732	0.2774425866
1733	0.2773495172
1734	0.2772833061
1735	0.2771874016
1736	0.2771083647
1737	0.2770433793
1738	0.2769505307
1739	0.2769415768
1740	0.276889014
1741	0.2767583984
1742	0.2766946603
1743	0.2766683457
1744	0.2766299245
1745	0.2765314828
1746	0.2764710349
1747	0.276458429
1748	0.2763619909
1749	0.2762518248
1750	0.2761626723
1751	0.2760586361
1752	0.2759798412
1753	0.2758897363
1754	0.275810709
1755	0.2757031305
1756	0.2756115362
1757	0.2755368144
1758	0.2754404023
1759	0.2753657653
1760	0.2753021824
1761	0.2752261623
1762	0.2751505669
1763	0.2750968268
1764	0.27501809
1765	0.2749730019
1766	0.2749388907
1767	0.2748865302
1768	0.2747913631
1769	0.2746728012
1770	0.2745335563
1771	0.2744742426
1772	0.2744171766
1773	0.2743413834
1774	0.2742655175
1775	0.2741462312
1776	0.2740713691
1777	0.2740034421
1778	0.273940508
1779	0.2738848723
1780	0.2738307012
1781	0.2737273482
1782	0.2736559308
1783	0.2735609007
1784	0.2734764088
1785	0.2734285472
1786	0.2734089987
1787	0.2733429181
1788	0.2732561402
1789	0.2731897353
1790	0.2731330509
1791	0.273098601
1792	0.2730393454
1793	0.2730079376
1794	0.2729745006
1795	0.2729472133
1796	0.2728799938
1797	0.27281539
1798	0.2727742191
1799	0.2727019248
1800	0.2726032238
1801	0.272522019
1802	0.2724528226
1803	0.2723589358
1804	0.2722862099
1805	0.2722113503
1806	0.2721695269
1807	0.2720990508
1808	0.2720311045
1809	0.2719553286
1810	0.2718898277
1811	0.2718321823
1812	0.2717655485
1813	0.2716991528
1814	0.2716151217
1815	0.2715545165
1816	0.2714765643
1817	0.2714076425
1818	0.2713587626
1819	0.2713299781
1820	0.2712701905
1821	0.2711364692
1822	0.2710354401
1823	0.2709316922
1824	0.270822741
1825	0.2707743695
1826	0.2706833041
1827	0.2706068581
1828	0.270518044
1829	0.270460721
1830	0.2703894246
1831	0.2703193733
1832	0.2702602807
1833	0.2701547553
1834	0.2700565665
1835	0.2699673277
1836	0.2698827813
1837	0.2698145316
1838	0.2697591809
1839	0.2697103948
1840	0.2696807721
1841	0.2696152824
1842	0.2695631872
1843	0.2694595818
1844	0.26941578
1845	0.2693700524
1846	0.2692765905
1847	0.2691882654
1848	0.2690641957
1849	0.2689905416
1850	0.2688719456
1851	0.2688694201
1852	0.2687502693
1853	0.2687090286
1854	0.2686243809
1855	0.2684965636
1856	0.2684313166
1857	0.2683729025
1858	0.268261449
1859	0.2681926933
1860	0.2680788921
1861	0.2679784794
1862	0.267897308
1863	0.2678020724
1864	0.2677122922
1865	0.2676547618
1866	0.2675815013
1867	0.2675146109
1868	0.2674236734
1869	0.2673688607
1870	0.2673386636
1871	0.267282538
1872	0.2671896848
1873	0.267130101
1874	0.2670395941
1875	0.2669731085
1876	0.2669048581
1877	0.2668214825
1878	0.2667418341
1879	0.2666421145
1880	0.266577124
1881	0.2664836357
1882	0.2663645785
1883	0.2663388133
1884	0.2662767628
1885	0.2662393744
1886	0.2661356561
1887	0.266067375
1888	0.2659605407
1889	0.265888509
1890	0.2657972097
1891	0.2657163178
1892	0.2656194742
1893	0.2655977062
1894	0.2655500085
1895	0.2655442306
1896	0.2654630523
1897	0.2653831337
1898	0.2652866932
1899	0.2652310714
1900	0.2652004508
1901	0.2651102343
1902	0.2650598146
1903	0.264980389
1904	0.264882604
1905	0.2648124122
1906	0.2646971274
1907	0.2646740081
1908	0.2646136274
1909	0.2645397185
1910	0.2644527225
1911	0.2644169805
1912	0.2643461137
1913	0.2643053049
1914	0.2641888736
1915	0.2641385117
1916	0.2640973302
1917	0.264022306
1918	0.2639373504
1919	0.263840644
1920	0.2637838348
1921	0.2637156306
1922	0.2636422622
1923	0.2635391443
1924	0.2634673383
1925	0.2633647289
1926	0.263287395
1927	0.2631729049
1928	0.2630578699
1929	0.2630104165
1930	0.2629494363
1931	0.2628815191
1932	0.2628165232
1933	0.2627374867
1934	0.2626909553
1935	0.2625755325
1936	0.2624715339
1937	0.2623893153
1938	0.2623249623
1939	0.2622540431
1940	0.2621928904
1941	0.2621275461
1942	0.2620938457
1943	0.2620610472
1944	0.2619759236
1945	0.2619314123
1946	0.2618356483
1947	0.2617867842
1948	0.2617411111
1949	0.2616651993
1950	0.2616219038
1951	0.2615182286
1952	0.2614600332
1953	0.2613862324
1954	0.2613305451
1955	0.2612358109
1956	0.2611586238
1957	0.2610806202
1958	0.2610145483
1959	0.2609543417
1960	0.2609041986
1961	0.2608634242
1962	0.2608012834
1963	0.2607077143
1964	0.2606330379
1965	0.2605688678
1966	0.2604096403
1967	0.2603261294
1968	0.2602695059
1969	0.2602180208
1970	0.2601643179
1971	0.2600919468
1972	0.2600227262
1973	0.2600206203
1974	0.2599475517
1975	0.2598684095
1976	0.2597790891
1977	0.2597205771
1978	0.259652813
1979	0.2595368401
1980	0.2594711727
1981	0.2593738332
1982	0.2592733179
1983	0.2592003275
1984	0.2591409608
1985	0.2590128001
1986	0.2589867767
1987	0.2588921464
1988	0.2587960277
1989	0.258671521
1990	0.2586464852
1991	0.2586103474
1992	0.2585287888
1993	0.2584473162
1994	0.2583679226
1995	0.2582940252
1996	0.2582681671
1997	0.2582186738
1998	0.2581855874
1999	0.2580874994
