,blue_fighter,red_fighter,method,round,time,winner,days_since,wins,fight_num_rounds,round_mins,decayed_avg_ctrl_dif,decayed_avg_kd_dif,decayed_avg_rev_dif,decayed_avg_sig_str_body_dif,decayed_avg_sig_str_body_pct_dif,decayed_avg_sig_str_clinch_dif,decayed_avg_sig_str_clinch_pct_dif,decayed_avg_sig_str_dif,decayed_avg_sig_str_distance_dif,decayed_avg_sig_str_distance_pct_dif,decayed_avg_sig_str_ground_dif,decayed_avg_sig_str_ground_pct_dif,decayed_avg_sig_str_head_dif,decayed_avg_sig_str_head_pct_dif,decayed_avg_sig_str_leg_dif,decayed_avg_sig_str_leg_pct_dif,decayed_avg_sig_str_pct_dif,decayed_avg_sub_att_dif,decayed_avg_td_att_dif,decayed_avg_td_att_pct_dif,decayed_avg_td_pct_dif,decayed_avg_total_str_dif,decayed_avg_total_str_pct_dif
1456,Sabah Homasi,Tim Means,KO/TKO ,2,176,blue,3449,11,3,5.0,100000.0,3.876622503357123,1.6367528109163083,100000.0,1.9505144032736244,534.9146186529927,0.35755646085177717,100000.0,100000.0,1.595976802882294,100000.0,3.117928870298032,100000.0,1.3882658491070599,418.1122762808557,0.7422474575274205,1.6407900393353176,1.4470626081772366,0.013416768147841585,0.37604823579070895,0.37604823579070895,100000.0,1.9839138907342506
1457,Caio Magalhaes,Brad Tavares,Decision - Split ,3,300,blue,3428,1,3,5.0,9.332800411185236e-38,0.6240175914544172,0.789947840970793,26723.862432332106,1.6786571276939641,34.986524146506454,0.9721858678620344,100000.0,100000.0,1.2309573141653989,0.0014334640152717406,0.39346705929610776,100000.0,0.8014315606959054,100000.0,4.446228264550442,0.7788085134286542,0.052956433426564045,1.22080835758289,1.0056384822414133,1.0056384822414133,100000.0,0.750454359762001
1458,Mickey Gall,CM Punk,Submission ,1,134,red,3428,7,3,5.0,11626.903082479235,0.5901464129154018,2.516635969385022,0.037025298891977115,0.6374743120459493,3.275974508313246,0.7424173047754462,1.6938397419995902e-28,1.835081442421533e-25,0.388439984279098,0.0002817581332771076,0.8246909901986706,2.897440619906418e-26,0.3088735980024292,0.15789166371182942,0.47790731759370797,0.31465113267232014,0.05498937002975666,0.6733173861046501,0.34220383251613784,0.34220383251613784,3.790265323840962e-11,1.0905118544659853
1459,Jason Gonzalez,Drew Dober,KO/TKO ,1,105,blue,3428,3,3,5.0,100000.0,3.275974508313244,1.140932777644742,100000.0,1.5008977377393253,13265.514829299447,1.4676858014188296,100000.0,100000.0,1.0697899451820951,78656.54752006439,3.3449249431867605,100000.0,1.2308883340926857,56569.81223846075,1.7464748046655707,1.2412486149340558,0.48425006321457326,3.275974508313244,1.2474008309834368,1.2474008309834368,100000.0,1.3563112557977872
1460,Joanne Wood,Jessica Andrade,Submission ,1,278,blue,3428,8,3,5.0,3.991596602705257e-14,1.1210510319699623,0.7097801533962311,1.4427448003529278e-08,1.3389220754685258,2.719347961780621e-05,0.8229092067298246,1.5932843438728148e-27,4.995133694988991e-27,0.7753818878063663,11729.551043066522,0.7131277156976656,100000.0,0.8636586606758699,1.396932951528166e-26,0.6978378492714544,0.828703797309539,0.7956997734366431,1.5794341763514217,0.8656117470420234,0.8656117470420234,1.579765779695564e-53,0.7833236697991227
1461,Bethe Correia,Jessica Eye,Decision - Split ,3,300,red,3428,5,3,5.0,100000.0,1.0,0.5647719072472069,0.01588838934041138,0.8359528854707167,16.203868337518344,0.9331184799239755,7.933412994903733,0.008973315950870349,0.8125996265580643,54.561763396681954,1.4723213100603345,499.321411688063,0.8750369532978184,1.0,1.2017246535936896,0.8691715849063152,4.480568788111594,2.193686217868199,1.2149822218271666,1.2149822218271666,2.356081835221547,0.9035050532387746
1462,Michael McBride,Nik Lentz,KO/TKO ,2,257,blue,3428,5,3,5.0,100000.0,1.3472789374762348,0.24270391302814381,87.47074090852952,2.642476435766204,100000.0,5.513939115452087,7.038368499809608e-08,4.26208194181783e-25,0.7092462849107469,100000.0,1.1189876754658508,1.8827840365255087e-05,1.0145725199623443,4.2737458133944864e-05,0.5382867701266755,1.010362159738823,1.0,94.23824404745717,1.2730943521553646,1.2730943521553646,5.217002369564068e-18,0.9404223115941968
1463,Alistair Overeem,Stipe Miocic,KO/TKO ,1,267,blue,3428,5,5,5.0,1.1947006488624815e-07,0.7097801533962312,1.0,6.864746899391378e-09,0.4955946295238262,0.0809546087921214,0.5643099284411516,100000.0,100000.0,0.6528212371461164,2.9293402429846577e-06,2.029662495495172,100000.0,0.6600497522793913,27.487554355277993,1.09006860975627,0.5631179456881997,0.5979787863451193,11.018767991825886,1.5980722265985818,1.5980722265985818,100000.0,0.5727456415869195
1464,Jimmie Rivera,Urijah Faber,Decision - Unanimous ,3,300,red,3428,2,3,5.0,100000.0,0.9310738638507106,1.5349533658132897,4.8842160829770574e-05,1.400504510563471,0.03655372355877617,0.8093709215342498,7.055377523841924e-07,5.140184578874035e-19,1.053788499081935,100000.0,1.448133634469896,100000.0,1.7201668403026502,4.4375902290627497e-16,0.4542131715694961,1.3541899137616584,4.699053526568902,11.890952035635637,1.4587152916338273,1.4587152916338273,5.962063623290634,1.386438538476406
1465,Sean Spencer,Yancy Medeiros,Submission ,2,49,blue,3428,4,3,5.0,1.8567509413801328e-16,2.162575775708411,1.2931744377374708,0.07430577040603131,1.2511975381564362,3.51659127148819e-05,0.9224149618560744,6.72616099656595e-31,3.8626913347657174e-27,1.2533769721460326,4.951711791840779,1.3673478885250099,1.6970096908738476e-29,1.2049101711092882,0.533409068179816,0.7499641940824611,1.22438961266952,3.9400759508912593,1.2931744377374708,1.0095677028244232,1.0095677028244232,6.394043584653949e-38,1.1580261794983724
1466,Iuri Alcantara,Brad Pickett,Submission ,1,119,red,3400,3,3,5.0,100000.0,0.9733766918253948,1.345580336337634,0.0006492566014380254,0.46563815476920767,349.16882886258566,0.6780663726900116,100000.0,100000.0,0.6613475882758147,1.9450864382667587e-05,0.3807285904517742,100000.0,0.5782357437271892,100000.0,1.8199300032270567,0.574759128559261,0.24581535773822288,6.612017911470156,0.8268366305536238,0.8268366305536238,100000.0,0.5780572903798626
1467,Mike Perry,Danny Roberts,KO/TKO ,3,280,red,3400,7,3,5.0,1.1278059568157016e-34,0.3379822482793537,2.0721183232272686,1.1382862131928384,0.8567830271371298,0.9681376974589849,0.7696351002606637,4.387577360401288e-29,2.0427304437352888e-28,0.6768295906610673,0.22185876667422286,0.6733051865761909,3.870309863493478e-21,0.6252883848662579,9.959271558095742e-09,0.485929634937139,0.6973408576595053,1.0329109202385593,0.21134028608767258,0.564740531901683,0.564740531901683,7.027267392923511e-34,0.6993005805395888
1468,Damian Stasiak,Davey Grant,Submission ,3,176,red,3400,6,3,5.0,1.0519220637134407e-115,2.4760552447428323,0.5066169923655895,100000.0,1.9075191932068343,715.7517101829623,0.8464518671553077,100000.0,100000.0,0.9129639754166727,42.09799016499693,0.7182366063184772,100000.0,0.6749273987848126,100000.0,1.5106501582557028,0.9683989762149585,0.28746140631306283,0.009593527116060832,0.37476104604374505,0.37476104604374505,100000.0,0.9386330039591823
1469,Albert Tumenov,Leon Edwards,Submission ,3,181,blue,3400,7,3,5.0,100000.0,0.2794309682214073,1.5295904196633787,100000.0,1.6162236961811907,100000.0,1.1778195179407738,100000.0,100000.0,1.4563392147784275,17588.490179101824,2.059812561662535,0.0005887552473364432,1.2356249874721132,100000.0,1.3883454489887368,1.5557606396023835,4.426016634581934,132.62160525005652,1.9977901939241636,1.9977901939241636,100000.0,1.9190928634104318
1470,Adriano Martins,Leonardo Santos,Decision - Split ,3,300,blue,3400,2,3,5.0,100000.0,0.9568048334117211,1.0,100000.0,3.7514983471810015,100000.0,3.594768443512184,100000.0,100000.0,1.2135756739526002,100000.0,0.9038162987120162,100000.0,1.2333343932079048,0.14976299037037638,1.2107744803521163,1.0908825123209271,0.7024038515608885,1.247048077866201,1.3447553777210117,1.3447553777210117,100000.0,1.2702730361200316
1471,Marc Diakiese,Lukasz Sajewski,KO/TKO ,2,280,red,3400,1,3,5.0,2.2529856253065776e-193,0.6355062628956224,0.5066169923655895,0.004339483270738887,1.4518048690147174,0.0027577687962853457,0.882791117251844,2.7955480077764483e-16,5.1355723714802096e-14,0.8422529211745063,1.9738777322304488,0.6781440008931287,2.362197031758871e-05,0.869834650196147,2.7271738056557604e-09,0.8732815916691841,0.8484591550200091,1.0,0.0011137751478448032,0.48215536208595067,0.48215536208595067,2.1552207657184114e-34,0.7286642028312517
1472,Dan Henderson,Michael Bisping,Decision - Unanimous ,5,300,blue,3400,1,5,5.0,7.169299137128916e-75,0.38889556398922287,0.9690089008968628,3587.4078925407734,2.207049581041922,0.0013453365003159965,0.8049002271814643,100000.0,100000.0,0.9074577211337469,0.2929428389873383,0.5198156335979556,100000.0,0.9895618763460934,2.826075185674777,1.2320395398999502,0.8191159503511308,0.8022216238136948,1.5538577980945056,1.1182436214401685,1.1182436214401685,100000.0,0.7694315061683809
1473,Russell Doane,Mirsad Bektic,Submission ,1,262,blue,3400,4,3,5.0,100000.0,0.8436648165963837,0.2566607769535559,0.7117703227626095,1.0938703886137868,0.1677970610001859,0.1995749035822709,100000.0,977.5016697087451,1.1518029608579887,100000.0,0.9296112776462776,100000.0,1.1677093354154247,1.1853048513203657,0.5951318970895345,1.1003463567324292,0.5066169923655895,90.4683440488692,2.052003569166015,2.052003569166015,100000.0,1.1741757026468984
1474,Jimi Manuwa,Ovince Saint Preux,KO/TKO ,2,158,red,3400,4,3,5.0,100000.0,0.7322255627412146,1.152192520345748,11829.282844087962,1.0359295734772118,7.146331658404954e-09,0.4066013913737297,100000.0,100000.0,0.8052271477076071,586.9854309417088,1.385823936206784,100000.0,0.9605585536696902,3.5389989026775873e-06,0.20130827142459035,0.6533068621699507,1.028738540122341,1.7131492327672198,1.0468708329477545,1.0468708329477545,100000.0,0.8438196740742069
1475,Daniel Omielanczuk,Stefan Struve,Submission ,2,101,blue,3400,3,3,5.0,4.2238673008028335e-48,0.7185244422822754,1.0990481032089408,7.296154369284753e-08,0.5679968736045186,3.964868141871162e-16,0.35384048691826014,3.3264129947501723e-19,0.008485092791207351,0.5721821047195584,0.09887598519594509,0.4469923293542272,2.215522038820731e-09,0.4602838558169926,0.0020578138221068057,0.7173952646521132,0.5140473923227706,13.426390658053629,0.5948509289275018,1.167895841584206,1.167895841584206,5.218696254679313e-46,0.4458052122923629
1476,Gegard Mousasi,Vitor Belfort,KO/TKO ,2,163,red,3400,1,3,5.0,1.528296082536276e-169,1.7443179791538723,0.8307265950225207,1.942225646340004e-05,0.3067654845846144,9.994314427570506e-05,0.7173779577962355,1.7873471108642608e-46,1.1435238810430639e-35,0.879519763184841,1.56390603445929e-07,0.6796230719399877,1.0111082168480359e-31,1.15579280575956,9.101470764487935e-11,0.15054018017398182,1.0386966090811354,1.2805283001505958,0.23393142252076876,0.6588412114727686,0.6588412114727686,2.3512174202773908e-74,0.9120826211824609
1477,Yoel Romero,Chris Weidman,KO/TKO ,3,24,red,3365,4,3,5.0,100000.0,0.17425918162772583,1.0,8.50286651128046e-07,0.5805947145482304,1.7572202503678807e-05,0.7630101392700996,5.7642103685090476e-30,4.475197128303883e-25,0.6207191679458715,0.7329957431002736,1.1286640942051718,2.0360692602792052e-12,0.786113654025881,3.32952219341458e-12,0.32847139416042503,0.777409312151571,6.3645911763902845,7.150846699681637,2.3771464126702573,2.3771464126702573,4.3309708383350785e-31,0.8452766354656882
1478,Conor McGregor,Eddie Alvarez,KO/TKO ,2,184,red,3365,5,5,5.0,100000.0,0.04459757660800539,0.7364535667372446,100000.0,1.607773823612771,100000.0,2.148028053823767,100000.0,100000.0,0.7060426911908231,4.891083398224521e-07,0.4487617842496118,10180.786798351875,0.45619499629075017,0.010698502344103146,3.230431116034982,0.6437414516641901,1.0,103.50513366684649,1.192721446918874,1.192721446918874,100000.0,0.6534033576313665
1479,Jeremy Stephens,Frankie Edgar,Decision - Unanimous ,3,300,blue,3365,9,3,5.0,100000.0,0.21663411499210938,0.6650594872081232,100000.0,0.9322870100948276,8.087978212256429,0.7556145327896105,100000.0,100000.0,1.0451372704434116,100000.0,1.1207306199835088,100000.0,1.1491892568219755,0.0004771272778820646,1.0206381375029734,1.088060680276964,0.9030569166153638,286.95292611976924,1.2902322910281407,1.2902322910281407,100000.0,0.9154406385103842
1480,Thiago Alves,Jim Miller,Decision - Unanimous ,3,300,blue,3365,11,3,5.0,100000.0,0.2750131501761835,1.5822749233083615,1.2125465408181055,0.8669415074457612,0.15663937489656543,0.6425607548013604,1.7187656800605726e-20,3.0482472914135143e-19,0.8357768231040766,0.3599693595064405,1.0421970447016409,1.0958369160515141e-07,0.9045428579897051,1.2935175622115546e-13,0.9002662919158038,0.8932301134608243,28.32051244967944,5.028893601617906,1.3798142990967919,1.3798142990967919,3.918622651660716e-22,0.9651901664023599
1481,Karolina Kowalkiewicz,Joanna Jedrzejczyk,Decision - Unanimous ,5,300,blue,3365,7,5,5.0,100000.0,1.2954344918825407,0.7017272197572962,100000.0,1.1824365472265173,100000.0,1.0392334607038851,100000.0,100000.0,0.9693178675046016,0.052724656647480474,0.9603423187546529,100000.0,0.8925679640405763,100000.0,0.714154700451748,0.976019704853452,0.7614965511890754,1.2606143610721394,0.8166572763838001,0.8166572763838001,100000.0,0.942995115852134
1482,Michael Johnson,Khabib Nurmagomedov,Submission ,3,151,blue,3365,9,3,5.0,100000.0,0.40924686440609404,0.7220613572998674,8.40600709732204e-17,1.028293598989552,0.01878792424485781,1.2049387662943358,100000.0,3.45284801678958e-32,0.9269913775049612,100000.0,2.8016405314577217,100000.0,1.6921895348738152,1.0368990835805108e-07,0.5279957687356616,1.4054188557713336,9.217160308131866,100000.0,2.973085670564702,2.973085670564702,100000.0,1.7223816822819622
1483,Katlyn Cerminara,Liz Carmouche,Decision - Split ,3,300,blue,3365,2,3,5.0,100000.0,0.7990487403927047,1.0,4.261451066600655e-15,0.8599680024628928,0.05413180715155019,1.1278399428439851,2.8559878693662265e-48,1.186603496720795e-54,1.7225332868928334,100000.0,2.678317496169179,4.786948546666855e-34,1.7178125676056326,1.4000388692698773,1.5112101524468737,1.9197822684836376,1.251488112613174,1835.6733963657132,4.751065405966392,4.751065405966392,100000.0,2.816969544745118
1484,Raquel Pennington,Miesha Tate,Decision - Unanimous ,3,300,red,3365,4,3,5.0,100000.0,1.0652951316585517,0.9506574284719532,1.2747378303507191e-11,0.4266616496747253,1.6438615613409515e-17,0.29638121851188604,5.621046981409256e-28,1.9864922200878034e-15,0.9294820942558266,17213.338382548496,1.6965035509331887,2.975857980196688e-12,0.9398130358329423,1.4817814018107735e-05,0.3847633495877634,0.7625099477846078,2.1361871971883306,5.6581755754432885,1.0735022573217368,1.0735022573217368,2.1985324274427114e-16,0.8807703029735421
1485,Tim Boetsch,Rafael Natal,KO/TKO ,1,202,red,3365,3,3,5.0,100000.0,1.0082816537476857,0.9208340070411771,0.015529524586138078,0.9779361188471865,0.0009719669797901435,0.9085601767429072,100000.0,100000.0,0.842549089696414,100000.0,0.8284445174487106,100000.0,0.8963780789369923,100000.0,1.6896623992653907,0.9296349312045794,0.8549575748178734,65.4644569217291,1.4000388692698704,1.4000388692698704,100000.0,0.9343164296264063
1486,Dooho Choi,Cub Swanson,Decision - Unanimous ,3,300,blue,3337,4,3,5.0,1.7772342687395207e-62,0.9682726715424579,0.7979647772778455,100000.0,1.499361647877186,8065.825202918506,1.0178501889263063,100000.0,100000.0,0.9928048793649232,0.14449754609387017,0.41947161633390856,100000.0,0.8048605202811226,100000.0,2.6196860039869976,0.8274129913438162,0.4394816036037435,0.5687996287745128,0.9549926119415437,0.9549926119415437,100000.0,0.8230204277118998
1487,Matt Brown,Donald Cerrone,KO/TKO ,3,34,blue,3337,4,3,5.0,2.1847618254425144e-81,1.980383427459,0.9384160250819279,82.89314601279436,0.9308049828922697,6.240270938656517e-08,0.4562184701612921,100000.0,100000.0,1.0316702849410884,0.00023817615762177855,0.651931788224505,2223.595929262827,0.6447991901012142,100000.0,2.875025686542065,0.7863160873512735,0.1977347937888018,0.23550259809562524,0.7562516744010108,0.7562516744010108,1275.016355960134,0.6772990825449183
1488,Rustam Khabilov,Jason Saggo,Decision - Unanimous ,3,300,red,3337,2,3,5.0,5.135197348396685e-49,1.349149452857222,2.3528821550539214,3.7668668804660657,0.6708562684149812,0.012730313615605959,0.5242580278512878,12.480170511657592,0.5984665678855892,1.1225038662682645,1638.104192205148,1.7178869157721048,4.4221858608379316e-07,1.1232703775625643,100000.0,2.263624771063861,1.2885063171906554,0.7736062098287397,0.0025049483097534294,0.5419188703980391,0.5419188703980391,0.15222276734405385,1.2418325704188609
1489,Lando Vannata,John Makdessi,KO/TKO ,1,100,red,3337,9,3,5.0,7.29021078263507e-46,0.8086779336485156,0.7383305637079728,100000.0,0.907702466087067,0.4276636820839739,0.7817382048514635,100000.0,100000.0,1.155917917537574,0.04599875679329798,0.660488907773637,100000.0,1.1528066691064087,100000.0,1.427983154931022,1.1292717740924008,0.5451320213053328,0.16199629438438753,0.38264350670449976,0.38264350670449976,100000.0,1.070133472643191
1490,Emil Meek,Jordan Mein,Decision - Unanimous ,3,300,red,3337,2,3,5.0,100000.0,3.041446830648891,2.0991983957666203,8.341428960198164e-07,1.0888444991756916,1.0040465008072238e-06,0.6886757086513811,3.4648054556012e-10,42610.71860739617,1.5288686963845446,8.098529513164372e-09,0.32197656159186133,5.247555334719251e-07,1.0577021568052276,791.5555024632883,1.369416751069716,1.1797529977110812,0.07461270750085373,77.99454504230128,2.186585317233353,2.186585317233353,1.010890192304392e-62,0.7776984207011215
1491,Anthony Pettis,Max Holloway,KO/TKO ,3,290,blue,3337,8,5,5.0,4.427907382230839e-46,2.3528821550539214,0.13012265442292348,100000.0,1.4956932191049963,100000.0,1.4263507524289,100000.0,100000.0,0.9043767930766861,100000.0,0.9408707810675152,100000.0,0.9819905507456939,100000.0,1.1935009517191046,0.9089105879748869,0.41306001031007683,0.5572796869070388,0.9700353236412185,0.9700353236412185,100000.0,0.7135482679979323
1492,Matthew Lopez,Mitch Gagnon,Decision - Unanimous ,3,300,red,3337,2,3,5.0,9.81453429143781e-65,3.4951454800059536,0.7572337160753059,0.006700990015457819,0.6442705657630933,100000.0,2.4387910640796946,5.518730630430749e-13,3.9311865519061694e-14,0.6697841605425132,6.030343560308771e-07,0.8852793236814385,8.754789569123081e-10,0.7788529549149832,0.09407072995451327,0.9072573181096879,0.7063784290107268,2.3030860858177213,0.0029095699273779434,0.24248035472407106,0.24248035472407106,9.053861048448853e-14,0.6741466556744385
1493,Misha Cirkunov,Nikita Krylov,Submission ,1,278,red,3337,7,3,5.0,100000.0,2.526776663598828,1.6949365375284193,5126.351992593975,1.1127406433040736,100000.0,0.8689577066007229,100000.0,100000.0,1.1854676934446118,8444.524349037525,1.4721509290114456,100000.0,1.3063742617791072,291.70766010712316,2.0995764096524834,1.0966832435981155,1.058701053063516,0.3581622328767553,0.7728343444033856,0.7728343444033856,100000.0,1.0614351587062834
1494,Drew Dober,Olivier Aubin-Mercier,Submission ,2,177,blue,3337,3,3,5.0,100000.0,0.5493888952945397,1.1615289289799122,0.001856687044158422,1.1260230009726102,4.974510247628029,0.9317417108545235,4.5732517039186614e-11,5.993419645112103e-12,1.490623676292849,1.533910738946019,0.6340833740296186,2.8047738192294148e-05,1.3313923568639956,0.0008781901325468587,0.6040039203299776,1.5764340625774704,3.5327284797529552,188.8213409566136,1.8289859703603724,1.8289859703603724,1503.7703036821788,1.6844109199829649
